Periodos,IPC,AGUASCALIENTES_x,BAJA CALIFORNIA_x,BAJA CALIFORNIA SUR_x,CAMPECHE_x,COAHUILA_x,COLIMA_x,CHIAPAS_x,CHIHUAHUA_x,DISTRITO FEDERAL_x,DURANGO_x,GUANAJUATO_x,GUERRERO_x,HIDALGO_x,JALISCO_x,ESTADO DE MÉXICO_x,MICHOACÁN_x,MORELOS_x,NAYARIT_x,NUEVO LEÓN_x,OAXACA_x,PUEBLA_x,QUERÉTARO_x,QUINTANA ROO_x,SAN LUIS POTOSÍ_x,SINALOA_x,SONORA_x,TABASCO_x,TAMAULIPAS_x,TLAXCALA_x,VERACRUZ_x,YUCATÁN_x,ZACATECAS_x,NACIONAL_x,AGUASCALIENTES_y,BAJA CALIFORNIA_y,BAJA CALIFORNIA SUR_y,CAMPECHE_y,COAHUILA_y,COLIMA_y,CHIAPAS_y,CHIHUAHUA_y,DISTRITO FEDERAL_y,DURANGO_y,GUANAJUATO_y,GUERRERO_y,HIDALGO_y,JALISCO_y,ESTADO DE MÉXICO_y,MICHOACÁN_y,MORELOS_y,NAYARIT_y,NUEVO LEÓN_y,OAXACA_y,PUEBLA_y,QUERÉTARO_y,QUINTANA ROO_y,SAN LUIS POTOSÍ_y,SINALOA_y,SONORA_y,TABASCO_y,TAMAULIPAS_y,TLAXCALA_y,VERACRUZ_y,YUCATÁN_y,ZACATECAS_y,NACIONAL_y,carros
12/1991,-0.06469305890305285,0.43236233695722354,0.35168523068151497,0.006016113282103243,0.7528772758512495,0.8664678799148012,-0.3749694173339666,0.0071561852022179314,0.7464080436796734,-0.34593958934081487,0.2391449482839409,0.41781655663989703,-0.0653085097160987,-0.0526247720316462,-0.12691253313918624,-0.23749544720377455,-0.2157600538333272,-0.06726843041791512,-0.048668709366910104,0.363679826375685,-0.11133588450529189,-0.3635436403949571,0.21191265394114742,0.6133671011311382,0.2804673170157785,-1.2272131674062916,1.0154239604407513,-0.44219116022917637,0.6666520758498938,-0.9308569623315793,-0.3091738054761221,1.6851624178091524,0.43144841212850876,0.3809298577443307,-0.5937251613104483,-1.365203719129719,-1.3593958797031729,-0.009176641981789505,-0.5046001714369782,-0.5354943978293776,-0.010376387604753661,-0.7719845484744781,-0.4632614725603208,-0.7997820053875137,-0.3371301764347861,-0.42957263688100994,-0.1442265850704473,-0.5145347155932278,-0.39951986435201037,-0.3402863774993847,-0.369850479895718,-0.7948129786912635,-0.34751905313533454,-0.26310600900868153,-0.3805646491083691,-0.18885415826448793,-0.09161500435132132,-0.1987449811058147,-1.1145055957194396,-1.2068991259300892,-0.006286124934023354,-0.1689562044984027,-0.08938567527286079,-0.30168315798526374,-0.2097188208222319,-0.6150251878153669,-0.5747602207069211,-0.6918204866006807
01/1992,0.0432627496137207,2.1230124141299456,0.04319265386842664,0.4873637981478743,-1.0055769238489867,0.32151235582127763,1.901870115729023,0.15386139280345454,-0.6602356701845045,0.4730349173273788,1.5026138414003614,1.135551299458932,0.4218451502594337,0.3961548522944819,3.806610948764834,0.5731780580925018,1.8026106021143264,0.4510538819194862,1.2892390942737524,0.22549254985447703,0.06021363407878042,0.40763708861819364,1.6297930994224445,-0.6712576813219664,0.6753803622061941,1.3669341448641983,-0.8087484009481578,-0.21142178392938668,0.045029883166677685,1.0573097984939288,-0.2572195464081472,-1.6718602328880243,1.8945102073646183,0.6642705421463988,-0.9639748233078712,0.02189102173531607,-0.3087875049325761,-0.43130217314410796,-0.9942560293916236,-1.9267124014924069,-0.39677329745796025,-0.708850066472069,0.06504963177201145,-0.8825874506692604,-0.8287841718239339,-0.344913916608592,-0.6651743426921113,-1.080893071605916,-0.7904414533450937,-1.2025374526885038,-0.369850479895718,-1.7593813578750725,-0.9728463802037066,-0.26310600900868153,-0.30627569364088436,-1.02121137431908,-0.7270290478345333,-1.1244065369411098,-0.47889928310814783,-0.0733187976495867,-0.8034347246755792,-1.1010461651174606,-0.16774845337081723,-0.8282818846470403,-0.6782905862021962,-1.0665740373714423,-0.7428045225237746,-0.8933705834177902
02/1992,0.07694061409750366,-2.4955791374759815,3.000126820981113,-0.54696069135536,-0.40615560221766417,-0.65197637585488,-1.492824181631344,-0.4934197655826076,-0.10491719531986396,-0.3695072010434967,-2.2675952890358495,-1.519030808909665,-0.19356605529857143,-0.6122997475426087,-3.7757541171978386,-0.2915403475568597,-1.5359521809940566,-0.341901894417583,-1.392143397072652,-0.7979142109164485,-0.09821187761907868,-0.5440327471852691,-1.823076379210766,-0.2116128910215683,-1.1858301933671533,-1.7627967840211625,-0.03387872531393095,-1.0270472982889556,-1.1064997524596083,-0.8749048020832065,-0.580608301831256,-0.007544935663608385,-2.346600948312261,-1.378246217586771,0.5170238246818252,0.6308594445541125,0.48967485989307896,0.34259463398680834,0.8990799546996717,-0.5354943978293776,0.376020522248453,0.8379447425869708,0.593360736104345,0.6079105644021866,0.5369213709236982,-0.09093775579134401,0.5720765816593386,0.17768105286672645,0.30413899583553833,0.2566566745546208,0.13654309863083486,0.04918435309456957,1.050271442664557,0.40763204818704357,0.2137469946315109,0.9407734920953171,0.0672385065194816,1.0508981192718374,0.11433327532905593,0.46364030522012434,0.6580043748506069,1.384527063200026,0.537516549510792,0.8100252649673765,0.19191412093201773,0.28807251129678624,0.5455351247387716,-0.8883035797177399
03/1992,-0.08869651581188616,-0.0436642769506267,-2.3098837033122575,0.808262254725055,-0.013745059593743482,-0.8476649504157362,-0.4432746033258563,1.025201413707769,-0.7727671672936388,-0.16132663100314049,-0.3757582075133934,-0.23773178246918542,-0.3195734685024043,-0.01796997478638523,-0.34945574262236745,-0.2008221219641811,-0.3395280657546456,-0.3099902595162131,-0.2861890961436158,-0.05361838490122986,-0.014780690985294895,-0.08351205652635202,-0.22887919439500712,0.07314712846732374,0.2000220670695827,-0.6106053626368634,-0.18608526874208278,-0.15949867426193418,0.059041858821422225,-0.028162110324500583,-0.16391393828606976,-0.010248941020593665,-0.255881222793591,-0.2892324566675176,1.733558428387647,0.02189102173531607,0.48967485989307824,1.679325482667479,1.1602297456088169,2.159990484267746,1.9216081616612863,0.9326464655905852,2.631132138529057,1.4773677398605307,1.7387422485416142,2.4488238523811625,2.1349198545243304,2.002613533352057,2.3369312585995727,2.5117748712030843,2.3791432321055725,1.797464540365227,1.3445431259908496,1.9167926768774244,2.070970881318634,1.951492968733037,1.8940538815337258,1.606295052773015,0.7923133421144313,0.31448499886742726,1.5880110745490883,1.190341654737721,2.2614976676658403,1.6876898094036743,1.5306905934461983,1.8434074375454945,1.5538009356398974,-0.8823799243130048
04/1992,-0.1278794366357645,0.14145718401353727,-0.773984491093903,-0.7704435450430394,0.06928673638175281,1.490689662058292,0.026782590596825435,-0.6961396888134073,0.039416681407069144,0.05667377724666648,-0.01220232707847306,0.24291729620565572,0.08770049203141263,-0.21376957922210912,0.06817404660256352,-0.04061759591753599,0.23805598987817353,0.016862243412969057,-0.018978661019821888,0.4033573612184081,0.09208622223101247,0.19214403384430617,0.18803642882293908,0.4522167364043054,0.17076924890732967,-0.11759377708625149,-0.49972299459403163,-0.08089285545981834,0.8437124954871216,0.2870350590746653,0.2951920653146063,0.949672960709167,0.027006858460520825,0.18135946264374347,0.5170238246818252,1.408985762600352,1.2040885547370843,0.41294888918052886,0.6705738876541701,0.16011460400213848,0.8590166595649629,1.4377223216098627,-0.4632614725603222,0.9805350681700487,0.42766492750388807,0.8403081672052418,0.051128824037676955,0.6811107026557818,0.14777036023830695,0.4556376919059552,0.7152786169468964,0.71232511378344,0.4985120364277572,0.49147430533651026,0.28803595009899424,0.04896218917968276,0.7820793054380993,0.35665195239536307,1.3007983922034647,1.3884032046068495,1.056578674721386,0.45243710258096925,-0.40283678766468783,0.5759813864510319,0.5266082390605648,0.5891050776675036,0.713579426555627,-0.8768390281805757
05/1992,-0.05965815106791843,0.25668584849123116,-0.44580089873955375,-0.11432080793433952,1.934658591173724,1.3073864403177429,-0.03491241610552654,-0.19111812567702904,0.6143058514211244,2.0736685454678536,0.48824805154490486,0.7209752747259154,0.3172139946526796,1.63679659367482,0.257480283240854,1.8490237414278319,0.37769169563555843,1.1086269647355924,0.2194695397677303,0.9998885747158995,0.27957203489120075,0.6592279647501436,1.1596151278638795,-0.46524159005186766,0.5583690895571821,-0.006357179789316778,-0.02004176682046266,0.16646306976151856,0.3558409795082857,3.3028564964619505,0.16477627214397553,-1.163507225774799,0.8933516073012383,0.6100662373042639,1.1517375309631235,0.4955331283721577,0.9099182098013173,-0.009176641981789505,0.7685050592451006,2.2469416094966865,-0.203574842531357,0.7748102605845608,-0.08589639803722453,0.9805350681700479,0.6461778143435083,0.2476971252983249,0.3116027028485078,1.1845403524448412,0.1477703602383056,0.8535997266086265,-0.15282466052719462,1.4960369218702863,0.6824318385066914,0.07226301958917947,0.06516908369654152,0.3462326234848946,-0.1710417597867214,0.7269165747294838,1.2584246380293782,1.0304304693603754,0.19300102500136618,0.6077854293508103,0.14570265902100846,0.40044847756377233,0.2588529445577276,1.14099811601382,0.6575646592833415,-0.8716626646884379
06/1992,-0.31856444981706267,0.23968489799452225,-0.002753049061182262,-0.005444545881367495,0.8450084467281699,-1.8211536820918943,0.2236190405519484,2.3508830169407613,-0.3030704837076871,-0.9488776554010919,-0.3129213886727899,-0.11465452512657108,0.33859025224975836,-0.8739434667443281,0.1895612517752078,-0.878313551390355,-0.08723173376118891,0.10582801344103057,-0.07743094370315182,-1.0359794199727868,0.8354674694286591,0.42295131586100787,-0.2674484811244207,2.3246740992814248,-0.441102197653129,-0.006357179789316778,-0.0569403228030449,1.6578101640989082,-0.5804137574223781,-2.1394236236964286,0.9875620892204758,2.0826512052859822,-0.3840648846118604,0.42527883443334974,0.8872734866792509,0.630859444554113,0.9519425447921418,0.6943659099554061,1.3560920887906744,0.3340168544600167,0.18282206732184964,1.4061550806086587,1.1971448553412949,1.7671867983466456,0.4822931492137922,-0.260255196336177,0.7023135210647541,1.3733264711157358,0.6950605848286231,0.7872727208248471,-0.08048272073768853,1.1946093033753455,1.3445431259908496,0.1561052767386463,0.5851917719689355,0.881319405234275,1.338066593485911,0.865765808104777,1.385545900551635,1.0900925919014541,0.3258591249582918,1.2680158181226435,1.0860559961964908,1.1025801131128083,0.8613023571891093,1.4420306823845366,0.9936532629170504,-0.8659941821319068
07/1992,-0.12198658050552316,0.9688367748533719,0.17118425488662284,0.17219567115242898,-2.2010073015235974,1.1736246298584236,1.1806261088039083,-0.9833262467237067,1.893740046814107,1.5551810880088532,1.7001009863279726,1.6589535306843657,0.7548647422981349,1.1724223105883247,2.2329125388480535,1.235228087417794,1.5487275007372632,0.7866095580035875,2.000872440593023,0.28158837497694766,0.05458905969897489,-0.03538162804893538,2.01732259941798,-1.51821272321015,0.14029756332164947,2.067312720437491,1.41208343725351,-1.1395473692351028,-0.14222106421945532,0.6824303248298319,-0.12468317123474151,-0.5780900659874942,1.0568962792762717,1.4945819390463724,-0.5408323524536727,0.9015120769180216,1.1620642197462614,-0.7127191939189851,0.11563058197223892,-1.14415227443195,-0.9763686622377736,0.17503268156166843,-0.9915725768926544,-0.5099629469013985,-0.3917583981446912,-1.0221836787879268,-0.5349374032866958,-1.3326078965004458,-0.634072817747861,-1.1362104469047245,-0.7315601788432563,-1.0359550734872154,0.09388847185410522,-0.8500018090549399,-0.6034315155108244,-0.18885415826448793,-0.7270290478345361,-0.4301603700646373,-0.47889928310814783,0.22499181505580854,-0.537718524761728,-0.2854674495757851,-1.029739012448342,-0.8867928542761276,-0.477474115325069,-0.7655414710007251,-0.35070115161778315,-0.8602892463113466
08/1992,-0.2262875680725795,-0.3232354628965068,-0.17669035300898736,0.060454244308589256,1.063393444362352,-1.1077573596421908,-0.36615584494791636,0.3601378059154963,0.14460916783517289,0.42393572628012527,1.1637438540813925,-0.45667974553130986,0.8471201698223693,-0.14099450500706123,0.8138383069488071,0.839542209832707,0.701392649891314,0.3814284966801338,0.041329249685200936,0.4293529874946749,-0.08040072541636102,0.18011142672495203,-0.1572505190403821,0.5007449712368176,0.04035043460061836,0.2628079198427721,1.405164958006776,0.6698287718154345,1.1456068800484378,0.7775489972520655,1.4116784897753727,0.6752164169751651,-0.010564214831040832,0.04584870053840635,-0.4879395435968989,0.5293647074176457,-0.0566414949876328,-0.07953089717551005,-0.4393127237096912,-0.013787646455739756,0.18282206732185302,-0.6772828254708643,-0.23684242784646195,-0.5927683921831467,-0.3917583981446912,-0.42957263688100994,-0.1442265850704473,-0.325748596922331,-0.008598275358927153,-0.27395937171560536,-0.15282466052719462,-0.1316722180023931,-0.3475190531353352,-0.09542149470974796,-0.3062756936408857,-0.545578679430743,0.06723850651948445,-0.013612669938754365,-0.2670305122377192,-0.3716294103549819,0.0601429250444406,-0.013607877728560404,0.14570265902100846,-0.12615024909800424,-0.00890234994510707,-0.36416471583976795,-0.23867161707321222,-0.8556596817796459
09/1992,-0.15463530982780468,-0.45546507787091,0.3155850355225365,0.6420826968547293,1.0736302411264542,0.1927046864900815,1.4971802503362142,0.13163333104569155,-1.0834519527905964,0.34930495588829924,-2.1419216513546417,-0.5110928487775181,1.0811339372009163,-0.5100680956690892,-0.840784906416404,1.3124350879222015,1.1393409997667487,0.42784542017303523,-0.2435096516446765,-0.2697925402512383,0.022716471546742823,0.5126489325689206,-1.0186312559972843,0.26634444072506086,0.09641833607826988,-0.5515538356767621,-1.6159043130671442,1.5532427904630661,-0.9345345966968335,-0.16990758295371097,0.8497242590401343,0.8428647491082497,-0.28240198041116416,-0.1882153430980844,-0.06479707274269748,-0.5194142429925027,-0.014617159996808312,-0.501656428337826,-0.5372438953006217,-0.1007387716846804,-0.39677329745796364,-0.29847593345640483,-0.3123154427510847,-0.42715750161965177,-0.06398906788526065,-0.42957263688100994,-0.40470046388127806,-0.325748596922331,-0.0867825931575435,-0.3402863774993847,-0.2251666003167033,0.04918435309457173,-0.3475190531353339,-0.26310600900868153,-0.3062756936408831,-0.12940007140344473,-0.3298952706575244,-0.2913111366893441,0.15670702950314253,-0.0434877363790478,-0.4712894747832664,-0.3243045312682464,-0.32447400956673145,-0.30168315798526374,-0.4105352916993615,-0.31399262144464946,-0.29468638434549765,-0.8509936639839162
