,IPC,AGUASCALIENTES_x,BAJA CALIFORNIA_x,BAJA CALIFORNIA SUR_x,CAMPECHE_x,COAHUILA_x,COLIMA_x,CHIAPAS_x,CHIHUAHUA_x,DISTRITO FEDERAL_x,DURANGO_x,GUANAJUATO_x,GUERRERO_x,HIDALGO_x,JALISCO_x,ESTADO DE MÉXICO_x,MICHOACÁN_x,MORELOS_x,NAYARIT_x,NUEVO LEÓN_x,OAXACA_x,PUEBLA_x,QUERÉTARO_x,QUINTANA ROO_x,SAN LUIS POTOSÍ_x,SINALOA_x,SONORA_x,TABASCO_x,TAMAULIPAS_x,TLAXCALA_x,VERACRUZ_x,YUCATÁN_x,ZACATECAS_x,NACIONAL_x,AGUASCALIENTES_y,BAJA CALIFORNIA_y,BAJA CALIFORNIA SUR_y,CAMPECHE_y,COAHUILA_y,COLIMA_y,CHIAPAS_y,CHIHUAHUA_y,DISTRITO FEDERAL_y,DURANGO_y,GUANAJUATO_y,GUERRERO_y,HIDALGO_y,JALISCO_y,ESTADO DE MÉXICO_y,MICHOACÁN_y,MORELOS_y,NAYARIT_y,NUEVO LEÓN_y,OAXACA_y,PUEBLA_y,QUERÉTARO_y,QUINTANA ROO_y,SAN LUIS POTOSÍ_y,SINALOA_y,SONORA_y,TABASCO_y,TAMAULIPAS_y,TLAXCALA_y,VERACRUZ_y,YUCATÁN_y,ZACATECAS_y,NACIONAL_y,carros
12/1995,89.4699999999998,2.2,6.700000000000001,-1.3999999999999995,-61.49999999999999,-11.7,-10.3,-15.100000000000009,0.5,4.8999999999999915,5.699999999999999,9.599999999999998,20.5,-32.5,5.9,-14.1,14.399999999999999,7.799999999999997,4.200000000000001,-18.700000000000003,-9.799999999999997,-39.7,2.599999999999998,16.299999999999997,-14.0,0.0,-13.900000000000002,26.5,-32.300000000000004,1.2000000000000028,-19.299999999999997,-19.500000000000007,10.7,-7.199999999999999,-2.299999999999999,-4.1,-3.8000000000000007,-0.6999999999999993,-3.8000000000000007,-1.8000000000000007,-0.8999999999999986,-3.6999999999999993,-1.6999999999999993,-3.5,-1.9000000000000021,-1.2999999999999972,-1.5999999999999996,-2.8000000000000007,-1.6000000000000014,-1.8000000000000007,-1.8000000000000007,-3.400000000000002,-3.1000000000000014,-1.0999999999999979,-1.5,-2.5,-1.0999999999999979,-2.8999999999999986,-4.5,-4.499999999999998,-1.8999999999999986,-2.6999999999999993,-1.6999999999999993,-1.8000000000000007,-0.8999999999999986,-3.1999999999999993,-2.3000000000000007,20954.0
01/1996,256.1800000000003,-5.5,14.3,-4.300000000000001,-16.3,-11.8,-17.8,-63.599999999999994,-6.1,-68.8,-5.3,-22.9,-46.0,-27.6,-11.8,-13.6,-35.4,-54.5,-12.3,-14.999999999999998,-66.6,-64.2,-23.7,-51.6,-21.1,-0.6000000000000001,-3.7,-122.9,-33.3,-65.0,-56.1,-36.9,-14.5,-22.299999999999997,-0.3000000000000007,-0.09999999999999964,-0.9000000000000021,-1.1000000000000014,-0.6999999999999993,-1.0999999999999979,-1.1000000000000014,-0.40000000000000036,-1.4000000000000004,-0.40000000000000036,-0.7999999999999989,-1.0,-1.200000000000001,-0.40000000000000213,-0.5,-1.1000000000000014,-1.1000000000000014,-0.5,-0.6999999999999993,-1.0,-1.3000000000000007,-0.3000000000000007,-1.2000000000000028,-0.9000000000000004,-0.5999999999999979,-0.20000000000000107,-2.1000000000000014,-1.8000000000000007,-0.40000000000000036,-1.8000000000000007,-1.2000000000000028,-0.40000000000000036,-0.9000000000000021,31444.0
02/1996,-202.11000000000013,1.4,-3.5,0.5,-10.8,0.6000000000000001,0.2,-5.800000000000001,-0.7000000000000002,0.10000000000000003,-0.9,0.0,0.0,3.4,0.3,0.4,0.0,0.0,0.1,-0.7999999999999998,7.9,12.599999999999998,0.0,-11.5,5.3,-0.19999999999999996,2.6,-20.39999999999999,0.4,0.5,10.4,-9.4,2.6,0.09999999999999964,1.9000000000000004,1.3999999999999986,1.4000000000000021,0.8999999999999986,2.5999999999999996,1.0999999999999979,1.0,3.8000000000000007,1.5999999999999996,3.0,1.9999999999999982,1.6999999999999993,1.8000000000000007,2.200000000000003,1.8000000000000007,2.1999999999999993,1.6999999999999993,1.7000000000000028,2.5999999999999996,1.5,1.8000000000000007,2.0,0.6000000000000014,2.200000000000001,2.1999999999999993,2.6000000000000014,1.6999999999999993,2.6999999999999993,1.6999999999999993,1.6000000000000014,0.5,2.8000000000000007,1.9000000000000021,31596.0
03/1996,239.86000000000013,-1.4,21.5,-0.6,4.5,-1.4000000000000001,-0.2,1.1999999999999993,-2.8,1.9,-0.9,0.8,0.0,7.3,-0.19999999999999998,1.9,0.3,8.5,0.1,-0.20000000000000018,-2.9000000000000004,5.900000000000002,0.7,36.0,3.3999999999999995,-0.5,-2.4,11.799999999999997,7.1,3.3,10.400000000000002,29.6,-2.6,2.5,0.9000000000000004,0.9000000000000021,0.5,0.8000000000000007,0.5,0.0,0.8999999999999986,0.1999999999999993,2.200000000000001,0.1999999999999993,1.1000000000000014,0.8999999999999986,1.1999999999999993,0.5,0.8000000000000007,1.0,1.4000000000000021,0.29999999999999716,0.40000000000000036,1.1999999999999993,1.0,1.1999999999999993,0.8999999999999986,1.3999999999999986,0.09999999999999787,0.8000000000000007,0.8000000000000007,1.1999999999999993,0.7000000000000011,0.8999999999999986,1.3000000000000007,0.1999999999999993,0.8000000000000007,31747.0
04/1996,114.78999999999996,6.4,-37.800000000000004,0.0,48.0,18.900000000000002,0.0,38.800000000000004,0.9,28.4,4.6,0.8999999999999999,3.5,1.0999999999999996,2.6,17.599999999999998,2.9000000000000004,-4.0,2.0,5.9,17.0,9.999999999999996,0.30000000000000004,90.9,-3.0,1.1,0.0,47.5,-2.6999999999999993,20.9,-3.400000000000002,-8.800000000000004,6.2,7.4,2.3000000000000007,2.5,2.0,2.0,4.6,0.6000000000000014,1.9000000000000021,3.700000000000001,0.5,2.9000000000000004,2.1000000000000014,1.3000000000000007,1.8000000000000007,1.6999999999999993,1.5,1.5,1.8999999999999986,1.6000000000000014,4.399999999999999,1.5999999999999979,1.8000000000000007,2.5,2.3000000000000007,2.6000000000000014,2.6000000000000014,3.099999999999998,2.6999999999999993,3.900000000000002,1.5,3.0,2.400000000000002,2.3999999999999986,2.299999999999997,31899.0
05/1996,18.320000000000164,-3.5000000000000004,-2.8,0.0,16.299999999999997,24.199999999999996,3.8,20.200000000000003,-0.6000000000000001,-6.699999999999999,0.7000000000000002,8.3,46.6,-6.3999999999999995,10.7,5.100000000000001,11.5,30.4,-1.1,5.199999999999999,31.300000000000004,-1.0999999999999943,8.9,-31.299999999999997,14.700000000000001,-1.1,0.09999999999999998,-45.7,5.199999999999999,42.5,18.099999999999998,14.0,1.3999999999999995,7.499999999999998,3.6999999999999993,2.5,2.5,0.8000000000000007,5.899999999999999,2.3000000000000007,0.0,6.399999999999999,1.3999999999999986,5.399999999999999,3.0,0.8000000000000007,1.8999999999999986,3.3999999999999986,1.6999999999999993,2.900000000000002,1.3000000000000007,2.5,4.700000000000003,0.9000000000000021,1.6999999999999993,2.8000000000000007,0.8000000000000007,3.5,3.6999999999999993,4.100000000000001,1.5,4.0,1.6999999999999993,2.6000000000000014,0.5999999999999979,4.800000000000001,2.700000000000003,32051.0
06/1996,5.319999999999709,47.4,0.0,0.3,144.2,-25.199999999999996,181.2,191.1,75.60000000000001,109.6,61.8,64.2,205.9,96.60000000000001,101.8,66.4,116.3,193.6,115.10000000000001,20.299999999999997,200.8,275.90000000000003,51.800000000000004,19.89999999999999,132.0,29.5,12.899999999999999,185.10000000000002,36.1,87.8,210.9,88.1,89.5,82.1,-0.8000000000000007,2.5,2.099999999999998,-0.6000000000000014,0.40000000000000213,1.1999999999999993,-0.6000000000000014,1.1000000000000014,-1.799999999999999,-0.09999999999999787,-1.3000000000000007,-1.3000000000000007,-1.0,-0.5999999999999979,-1.1999999999999993,-1.5,-2.0,0.8999999999999986,0.3999999999999986,-1.1000000000000014,-1.1000000000000014,-1.3999999999999986,0.3999999999999986,-0.40000000000000213,3.1000000000000014,4.5,-0.29999999999999716,0.5999999999999979,-1.5999999999999996,-0.6999999999999993,0.1999999999999993,-0.6999999999999993,-0.10000000000000142,32202.0
07/1996,-203.59000000000015,-11.199999999999996,3.4,5.7,-68.5,15.0,-23.099999999999994,-3.3999999999999773,12.299999999999997,-24.599999999999994,-5.599999999999994,14.299999999999997,-60.099999999999994,-45.00000000000001,-16.400000000000006,5.299999999999997,-17.599999999999994,-60.30000000000001,144.0,-19.299999999999997,62.80000000000001,-54.0,4.599999999999994,-42.8,-132.9,176.6,128.9,-15.800000000000011,-40.800000000000004,-39.400000000000006,-61.5,-10.599999999999994,-22.19999999999999,7.400000000000006,-0.5,2.599999999999998,2.1000000000000014,-0.29999999999999716,0.3999999999999986,-1.0,-0.1999999999999993,-0.6000000000000014,0.09999999999999964,-0.1999999999999993,-0.5,-0.3999999999999986,-0.3999999999999986,-0.8000000000000007,-0.10000000000000142,-0.9000000000000021,-0.3999999999999986,-0.8999999999999986,0.5,-0.5,-0.8000000000000007,-0.20000000000000284,-0.09999999999999787,-0.3999999999999986,-1.1000000000000014,-0.5,-0.3000000000000007,0.3000000000000007,-0.09999999999999964,-0.40000000000000213,-0.1999999999999993,-0.5,-0.1999999999999993,32355.0
08/1996,298.23,48.1,-3.1,67.0,82.4,75.0,141.1,-27.00000000000003,65.3,5.700000000000003,91.9,84.69999999999999,7.400000000000006,69.19999999999999,50.60000000000001,-3.700000000000003,28.400000000000006,62.400000000000006,-22.5,172.9,-8.400000000000034,162.5,-14.799999999999997,81.00000000000001,235.4,39.900000000000006,-52.5,-15.5,179.9,21.80000000000001,86.89999999999998,-42.2,32.39999999999999,53.0,-0.6999999999999993,0.5,0.3000000000000007,-0.3000000000000007,-1.5,-0.40000000000000213,-0.3999999999999986,-2.3000000000000007,-0.1999999999999993,-1.7000000000000028,-0.9000000000000021,-0.40000000000000213,-0.6999999999999993,-0.6999999999999993,-0.5,-0.3999999999999986,-0.20000000000000284,-0.3999999999999986,-1.6000000000000014,-0.09999999999999787,-0.1999999999999993,-0.7999999999999972,-0.40000000000000213,-1.3000000000000007,-1.1999999999999993,-0.8000000000000007,-0.1999999999999993,-1.5999999999999979,-0.5,-0.7999999999999972,-0.3999999999999986,-1.3000000000000007,-0.6999999999999993,32507.0
09/1996,-69.14999999999964,43.499999999999986,0.39999999999999997,1.2000000000000028,-72.4,-58.49999999999999,-218.9,35.599999999999994,-76.7,20.10000000000001,-68.2,-7.5,-51.60000000000002,11.599999999999994,-15.099999999999994,66.4,-28.10000000000001,-120.69999999999999,0.6000000000000227,-139.4,-138.59999999999997,-174.60000000000002,84.5,-92.50000000000001,-43.10000000000002,-114.4,-25.5,45.00000000000003,-76.20000000000002,24.299999999999983,-84.89999999999998,-8.799999999999997,-3.3999999999999915,-51.0,-0.6000000000000014,-3.0,-2.1999999999999993,0.5999999999999979,-1.3999999999999986,0.20000000000000284,0.5999999999999979,-1.5,0.1999999999999993,-0.8999999999999986,-0.1999999999999993,0.1999999999999993,0.8000000000000007,0.0,0.5,0.10000000000000142,0.3000000000000007,0.09999999999999787,-0.5999999999999979,0.5999999999999979,0.6999999999999993,-0.40000000000000213,0.6000000000000014,0.10000000000000142,-0.5,-2.3000000000000007,0.8999999999999986,-0.5,1.0,0.8999999999999986,0.8000000000000007,-0.6999999999999993,-0.20000000000000284,32660.0
10/1996,-22.990000000000236,-71.99999999999999,19.8,-73.4,1.1999999999999886,-7.300000000000004,75.30000000000001,-105.19999999999999,-69.5,-82.70000000000002,-34.300000000000004,-114.69999999999999,-19.099999999999994,-75.69999999999999,-57.000000000000014,-95.10000000000001,-4.5,-20.30000000000001,-151.9,41.5,-57.400000000000006,-100.1,-96.7,78.2,-149.7,-111.3,-56.099999999999994,45.299999999999955,-49.3,-120.29999999999998,-115.4,33.599999999999994,-31.400000000000006,-48.10000000000001,-1.3000000000000007,-4.300000000000001,-1.8000000000000007,-1.5,-4.400000000000002,-0.5,-0.8999999999999986,-3.3999999999999986,-1.5,-3.6999999999999993,-1.8000000000000007,-0.6999999999999993,-2.0,-1.5,-1.299999999999999,-1.2000000000000028,-0.8000000000000007,-0.5999999999999979,-3.3000000000000007,-0.8999999999999986,-1.0,-2.0,-1.3000000000000007,-2.200000000000003,-1.3000000000000007,-3.3000000000000007,-2.0,-2.8000000000000007,-1.4000000000000004,-1.6999999999999993,-1.6000000000000014,-2.6000000000000014,-1.8999999999999986,32812.0
11/1996,78.36000000000013,-55.900000000000006,-4.5,3.9000000000000004,-112.6,-32.9,-153.1,-94.1,23.4,-51.800000000000004,-41.599999999999994,-50.5,-128.29999999999998,-49.4,-70.8,-62.8,-105.3,-89.6,-56.7,-82.3,-71.0,-56.10000000000001,-39.3,-65.9,-53.7,19.7,-1.2999999999999998,-103.59999999999997,-41.8,-41.4,-1.9000000000000057,-90.1,-62.3,-40.3,-2.8999999999999986,-3.299999999999997,-3.400000000000002,-1.2999999999999972,-3.3999999999999986,-0.6000000000000014,-1.1999999999999993,-4.1,-1.5,-2.4000000000000004,-1.9999999999999982,-0.6999999999999993,-2.400000000000002,-2.200000000000003,-1.9000000000000004,-1.6999999999999993,-1.3999999999999986,-2.1000000000000014,-3.3999999999999986,-1.3000000000000007,-1.5999999999999979,-1.6999999999999993,-2.0,-2.599999999999998,-3.8000000000000007,-4.699999999999999,-1.8999999999999986,-3.0,-2.3000000000000007,-2.6000000000000014,-1.3999999999999986,-2.599999999999998,-2.3000000000000007,32965.0
12/1996,69.34000000000015,-2.6999999999999997,-4.4,-4.5,-21.1,-6.800000000000001,-3.4,-27.500000000000007,-30.7,17.4,-7.000000000000001,0.8999999999999999,-1.0,-6.6,-6.5,4.3,-2.4,15.3,-29.7,-4.5,-32.8,-58.9,0.9,-56.599999999999994,14.399999999999999,-39.9,-6.7,-32.60000000000002,-5.699999999999999,19.6,-35.3,37.0,-10.2,-14.3,-0.6999999999999993,-2.200000000000001,-3.1999999999999993,-0.6000000000000014,-3.5,-1.3999999999999986,-0.3000000000000007,-3.5999999999999996,-0.1999999999999993,-3.0999999999999996,-0.3000000000000007,-0.5,0.40000000000000036,-1.0,-0.5999999999999996,-0.8000000000000007,-0.6999999999999993,-2.1999999999999993,-2.700000000000001,-0.6999999999999993,0.0,-1.1999999999999993,-1.1999999999999993,-1.8000000000000007,-3.3999999999999986,-3.6999999999999993,-1.1000000000000014,-2.8000000000000007,-0.40000000000000036,-1.1999999999999993,-1.2000000000000028,-1.1000000000000014,-1.3999999999999986,33119.0
01/1997,286.1399999999999,20.7,35.699999999999996,18.8,-2.6000000000000014,5.1,-2.0999999999999996,-29.4,7.8,-16.4,24.8,1.2000000000000002,-3.1999999999999997,1.2999999999999998,5.2,-3.8,1.2999999999999998,-15.0,49.4,7.1000000000000005,2.0,-21.4,0.20000000000000007,9.100000000000001,-11.899999999999999,30.799999999999997,3.2,-46.89999999999999,-6.4,-10.600000000000001,-10.400000000000006,-35.3,30.2,4.600000000000001,-1.200000000000001,-0.5,-1.5999999999999979,-0.6000000000000014,-1.8000000000000007,-1.5,-0.10000000000000142,-1.1000000000000014,-0.10000000000000142,-0.5,-1.4000000000000004,-0.3000000000000007,-1.5,-1.799999999999999,-0.9000000000000004,-1.299999999999999,-0.9000000000000021,-2.5,-2.200000000000001,-0.5,-0.8000000000000007,-0.6000000000000014,-0.1999999999999993,-1.0,-1.8000000000000007,-1.0,-0.6999999999999993,-2.0999999999999996,-0.7999999999999989,-0.8000000000000007,-0.29999999999999716,-1.799999999999999,-1.1000000000000014,66940.0
02/1997,193.80999999999995,-6.9,-37.0,-18.6,29.800000000000004,16.8,-0.8,22.700000000000003,0.0,0.3999999999999999,-20.900000000000002,-1.2000000000000002,-0.1,-0.5,-3.4000000000000004,-1.0,-2.5999999999999996,0.0,-34.099999999999994,2.799999999999999,-3.9000000000000004,20.4,-1.1,27.999999999999993,0.0,-29.9,4.999999999999999,35.2,5.699999999999999,-7.8,-8.499999999999996,1.6999999999999993,-20.4,-1.0,1.4000000000000004,0.0,0.5,1.8000000000000007,2.6000000000000014,1.1999999999999993,0.6999999999999993,1.4000000000000004,2.8000000000000007,2.3999999999999986,2.1000000000000014,1.3000000000000007,1.9000000000000004,2.200000000000001,2.3000000000000007,2.5000000000000018,2.200000000000003,1.5,2.6000000000000014,0.8999999999999986,1.3999999999999986,2.3000000000000007,1.3999999999999986,2.0,1.1000000000000014,0.6999999999999993,1.1999999999999993,3.200000000000001,1.799999999999999,1.1999999999999993,1.2999999999999972,2.4000000000000004,1.6999999999999993,67345.0
03/1997,-93.0,3.5999999999999996,-10.3,-0.4,-41.800000000000004,36.8,9.5,-25.300000000000004,4.6000000000000005,31.500000000000004,8.8,27.400000000000002,7.3,55.5,15.899999999999999,18.9,7.0,12.7,-8.100000000000001,77.7,8.900000000000002,53.199999999999996,15.7,-48.699999999999996,61.400000000000006,2.5,-4.999999999999999,-118.9,112.5,41.3,33.3,-11.8,3.1999999999999993,12.5,1.8000000000000007,3.4999999999999982,3.299999999999997,1.6999999999999993,3.599999999999998,0.8999999999999986,1.4000000000000021,4.5,0.8999999999999986,2.700000000000001,1.6999999999999993,1.1000000000000014,1.5,1.6999999999999993,1.1999999999999993,1.0999999999999979,1.6999999999999993,2.0,3.5,1.9000000000000021,1.8000000000000007,1.3000000000000007,1.4000000000000021,2.5,3.6999999999999993,5.0,2.6000000000000014,3.099999999999998,1.200000000000001,2.400000000000002,1.7000000000000028,2.1999999999999993,2.200000000000003,67752.0
04/1997,8.63000000000011,10.100000000000001,4.8,2.5,29.300000000000004,-29.799999999999997,-8.2,22.9,20.4,27.0,7.5,13.900000000000002,1.5000000000000009,16.10000000000001,9.0,5.400000000000002,2.999999999999999,40.5,19.400000000000002,5.400000000000006,17.0,-21.299999999999997,38.099999999999994,29.300000000000004,12.099999999999994,30.1,8.399999999999999,43.699999999999996,0.4000000000000057,57.5,18.800000000000004,44.1,7.100000000000001,10.2,0.3000000000000007,-0.09999999999999787,-0.3999999999999986,0.8000000000000007,0.5,0.5,0.5,0.3000000000000007,0.40000000000000213,0.29999999999999893,0.3999999999999986,0.5,0.6000000000000014,0.1999999999999993,0.5,0.5,0.5999999999999979,0.3999999999999986,-0.1999999999999993,0.5,0.0,0.8999999999999986,1.2999999999999972,0.3000000000000007,0.10000000000000142,0.3000000000000007,1.1999999999999993,-0.5,0.5999999999999996,1.0,1.1999999999999993,0.1999999999999993,0.3999999999999986,68158.0
05/1997,212.19999999999982,-16.8,-4.7,-1.5,38.0,34.7,2.9000000000000004,25.1,-8.599999999999998,2.799999999999997,-3.3000000000000007,-13.900000000000002,12.2,11.399999999999991,-5.699999999999999,8.400000000000002,2.6000000000000014,-21.1,-22.400000000000002,-32.2,-0.8999999999999986,21.700000000000003,-11.599999999999994,-19.400000000000006,-21.799999999999997,-26.6,-0.40000000000000036,70.00000000000001,-44.3,-10.700000000000003,29.19999999999999,22.6,3.5,1.1000000000000014,2.599999999999998,5.099999999999998,4.5,0.40000000000000213,4.800000000000001,2.400000000000002,0.3000000000000007,5.9,0.1999999999999993,3.6000000000000014,1.8000000000000007,1.0,0.3999999999999986,2.8000000000000007,0.40000000000000036,1.9000000000000021,0.5,3.900000000000002,3.8999999999999986,0.29999999999999716,0.1999999999999993,1.1999999999999993,0.9000000000000021,2.3000000000000007,4.599999999999998,6.5,0.0,3.6999999999999993,0.1999999999999993,1.0999999999999979,0.3000000000000007,3.5,2.1999999999999993,68567.0
06/1997,489.1600000000003,33.7,0.8,0.10000000000000009,24.89999999999999,11.0,41.099999999999994,136.4,13.7,21.299999999999997,31.400000000000002,53.7,120.6,-20.799999999999997,90.4,59.89999999999999,57.7,73.80000000000001,122.8,-23.4,107.39999999999999,14.200000000000003,-3.8000000000000043,139.8,27.700000000000003,25.4,-3.999999999999999,8.099999999999994,2.5999999999999943,-18.200000000000003,32.599999999999994,26.200000000000003,38.699999999999996,35.4,2.3000000000000007,-0.09999999999999787,1.5,-0.5,2.8000000000000007,0.09999999999999787,-0.5,3.3999999999999986,0.8999999999999986,3.0,1.5,-0.7000000000000028,1.3000000000000007,1.5,1.200000000000001,0.6999999999999993,0.10000000000000142,1.2999999999999972,2.8000000000000007,0.20000000000000284,1.3000000000000007,1.8000000000000007,0.0,1.8999999999999986,2.6999999999999993,2.3000000000000007,0.1999999999999993,2.400000000000002,1.3000000000000007,1.5,0.0,2.3000000000000007,1.3000000000000007,68977.0
07/1997,609.8599999999997,13.899999999999999,-0.7,14.6,99.4,-51.300000000000004,110.2,-17.30000000000001,59.9,120.60000000000001,31.9,26.900000000000006,11.300000000000011,-26.700000000000003,25.099999999999994,36.099999999999994,41.3,24.999999999999986,148.0,-25.700000000000003,72.80000000000001,225.10000000000002,222.9,-90.1,-5.200000000000003,84.5,52.699999999999996,15.099999999999994,-67.6,4.200000000000003,103.0,29.5,37.3,30.599999999999994,-1.1000000000000014,2.6999999999999993,3.1000000000000014,-0.40000000000000213,0.8000000000000007,0.10000000000000142,-0.10000000000000142,0.0,-0.8999999999999986,-0.6000000000000014,-1.0,-0.3999999999999986,-0.8000000000000007,-1.1999999999999993,-0.7000000000000011,-1.1000000000000014,-1.1999999999999993,-1.0,1.3000000000000007,-0.5,-0.8999999999999986,-1.0999999999999979,-0.1999999999999993,-0.6999999999999993,-0.29999999999999716,1.8000000000000007,-0.6999999999999993,0.3999999999999986,-0.6999999999999993,-1.1999999999999993,-0.40000000000000213,-0.8999999999999986,-0.1999999999999993,69387.0
08/1997,-419.4200000000001,-16.5,-0.2,49.099999999999994,50.39999999999998,-8.599999999999998,-39.5,-0.9000000000000057,12.299999999999997,-65.5,-26.0,-8.0,-47.7,9.100000000000001,-29.5,-33.39999999999999,-2.799999999999997,-31.499999999999986,114.89999999999998,2.9000000000000004,-89.60000000000001,-138.3,-227.3,40.099999999999994,-22.799999999999997,31.799999999999983,74.1,42.30000000000001,14.7,24.60000000000001,-68.1,-11.900000000000006,-35.8,-2.299999999999997,-0.09999999999999787,2.3000000000000007,0.7999999999999972,-0.09999999999999787,0.09999999999999787,0.0,0.3000000000000007,-0.5999999999999979,-0.10000000000000142,0.10000000000000142,-0.3000000000000007,0.0,0.0,-0.10000000000000142,-0.20000000000000107,-0.3000000000000007,0.3000000000000007,-0.1999999999999993,0.0,0.0,0.09999999999999787,-0.10000000000000142,0.29999999999999716,0.5,-0.40000000000000213,-0.5,0.3000000000000007,0.40000000000000213,0.09999999999999964,0.40000000000000213,-0.09999999999999787,0.0,0.09999999999999787,69800.0
09/1997,673.0900000000001,-15.299999999999997,55.4,68.8,-59.49999999999997,25.900000000000002,21.400000000000006,159.20000000000002,-41.8,-24.80000000000001,9.400000000000006,-66.30000000000001,64.49999999999999,12.100000000000001,-30.799999999999997,-9.399999999999991,-48.8,25.299999999999997,-240.2,63.3,118.7,84.69999999999999,-11.100000000000001,125.4,18.89999999999999,11.900000000000006,-77.6,120.59999999999997,62.1,17.799999999999997,77.5,-13.400000000000006,-25.0,12.400000000000006,-0.6999999999999993,-1.1000000000000014,-1.0,-0.3000000000000007,-2.3999999999999986,-0.8000000000000007,-0.40000000000000213,-1.1000000000000014,-0.09999999999999787,-1.5,-0.3999999999999986,-0.6000000000000014,-0.6000000000000014,-0.1999999999999993,-0.1999999999999993,0.0,-0.6000000000000014,0.0,-1.9000000000000021,-0.6000000000000014,-0.5999999999999979,-0.3999999999999986,-0.7999999999999972,-1.4000000000000021,-0.09999999999999787,-1.0,-0.6000000000000014,-1.7000000000000028,-0.20000000000000107,-0.8000000000000007,-0.3000000000000007,-1.0,-0.7999999999999972,70213.0
10/1997,-673.6599999999999,19.299999999999997,-55.199999999999996,-133.1,-60.80000000000001,-8.200000000000003,-11.600000000000009,-156.5,-62.4,-61.89999999999999,-53.300000000000004,10.399999999999999,9.600000000000023,21.400000000000006,-25.300000000000004,-51.10000000000001,-8.0,-20.599999999999994,-78.39999999999999,15.600000000000009,44.80000000000001,-76.89999999999998,-1.1999999999999993,-127.9,91.30000000000001,-136.0,-53.0,-70.59999999999997,106.9,-45.2,-49.19999999999999,8.200000000000003,-4.599999999999994,-38.60000000000001,-2.5,-5.099999999999998,-3.3999999999999986,-0.9000000000000021,-4.699999999999999,-0.8000000000000007,-0.8999999999999986,-5.5,-1.3000000000000007,-4.0,-2.3999999999999986,-0.7999999999999972,-1.4999999999999982,-2.1000000000000014,-1.3000000000000007,-1.3999999999999986,-0.8000000000000007,-1.3999999999999986,-4.5,-0.8000000000000007,-1.3000000000000007,-2.400000000000002,-0.9000000000000021,-2.6999999999999993,-2.8000000000000007,-5.300000000000001,-1.3000000000000007,-3.6999999999999993,-1.3999999999999986,-1.6999999999999993,-1.0,-2.700000000000003,-2.3000000000000007,70627.0
11/1997,326.72999999999956,-31.7,15.3,18.2,0.700000000000017,-17.2,-38.7,-1.700000000000017,14.799999999999999,-37.300000000000004,9.200000000000001,-34.0,-151.3,-65.9,-25.7,-24.199999999999996,-31.700000000000003,-76.60000000000001,13.5,-73.5,-135.9,-113.30000000000001,-16.299999999999997,113.1,-155.4,40.199999999999996,34.1,38.599999999999966,-171.6,-39.9,-31.400000000000006,-48.39999999999999,-11.000000000000004,-25.599999999999994,-1.5000000000000018,-3.8000000000000007,-3.6000000000000014,-0.5999999999999979,-3.4000000000000004,-0.3999999999999986,-0.10000000000000142,-3.8000000000000007,-0.8000000000000007,-2.200000000000001,-0.5,-0.10000000000000142,-0.40000000000000036,-1.3999999999999986,-0.6999999999999993,-0.6000000000000014,-0.5,-2.8000000000000007,-3.3999999999999986,-0.5,-0.5,0.0,-0.6999999999999993,-0.8999999999999986,-3.3000000000000007,-4.900000000000002,-0.6999999999999993,-2.8000000000000007,-0.20000000000000107,-0.8000000000000007,-1.0,-1.5999999999999979,-1.5,71044.0
12/1997,254.78000000000065,-13.7,32.3,-8.1,-76.30000000000001,-8.200000000000001,-77.8,-142.3,9.0,-8.100000000000001,-8.5,-11.4,-18.2,-14.1,-24.8,-7.0,-19.2,-15.100000000000001,-71.6,-18.299999999999997,-134.4,-51.1,-5.2,-187.89999999999998,-13.2,-18.199999999999996,22.299999999999997,-214.99999999999997,-17.1,-22.8,-138.9,-42.10000000000001,-17.7,-26.6,-4.0,-4.200000000000001,-4.599999999999998,-2.1000000000000014,-5.1,-2.0,-1.5999999999999979,-6.199999999999999,-1.0,-5.0,-2.700000000000001,-0.8999999999999986,-1.9000000000000004,-3.0999999999999996,-1.4000000000000004,-2.1999999999999993,-1.3999999999999986,-3.0,-3.9000000000000004,-1.3000000000000007,-1.6999999999999993,-3.0,-2.1000000000000014,-4.4,-4.899999999999999,-6.199999999999999,-2.3999999999999986,-4.199999999999999,-1.1999999999999993,-3.1000000000000014,-2.0,-4.5,-3.0,71463.0
