,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,COAHUILA,COLIMA,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,ESTADO DE MÉXICO,MICHOACÁN,MORELOS,NAYARIT,NUEVO LEÓN,OAXACA,PUEBLA,QUERÉTARO,QUINTANA ROO,SAN LUIS POTOSÍ,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATÁN,ZACATECAS,NACIONAL
135,6.4,2.8,0.0,67.0,19.1,0.0,56.7,0.9,30.7,4.6,1.7,3.5,12.2,2.7,19.9,3.2,4.5,2.2,8.3,23.9,35.8,1.0,146.0,6.6,1.1,0.2,109.0,5.4,24.7,30.3,32.9,6.2,15.9
136,2.9,0.0,0.0,83.3,43.3,3.8,76.9,0.3,24.0,5.3,10.0,50.1,5.8,13.4,25.0,14.7,34.9,1.1,13.5,55.2,34.7,9.9,114.7,21.3,0.0,0.3,63.3,10.6,67.2,48.4,46.9,7.6,23.4
137,50.3,0.0,0.3,227.5,18.1,185.0,268.0,75.9,133.6,67.1,74.2,256.0,102.4,115.2,91.4,131.0,228.5,116.2,33.8,256.0,310.6,61.7,134.6,153.3,29.5,13.2,248.4,46.7,155.0,259.3,135.0,97.1,105.5
138,39.1,3.4,6.0,159.0,33.1,161.9,264.6,88.2,109.0,61.5,88.5,195.9,57.4,98.8,96.7,113.4,168.2,260.2,14.5,318.8,256.6,66.3,91.8,20.4,206.1,142.1,232.6,5.9,115.6,197.8,124.4,74.9,112.9
139,87.2,0.3,73.0,241.4,108.1,303.0,237.6,153.5,114.7,153.4,173.2,203.3,126.6,149.4,93.0,141.8,230.6,237.7,187.4,310.4,419.1,51.5,172.8,255.8,246.0,89.6,217.1,185.8,137.4,284.7,82.2,107.3,165.9
140,130.7,0.7,74.2,169.0,49.6,84.1,273.2,76.8,134.8,85.2,165.7,151.7,138.2,134.3,159.4,113.7,109.9,238.3,48.0,171.8,244.5,136.0,80.3,212.7,131.6,64.1,262.1,109.6,161.7,199.8,73.4,103.9,114.9
141,58.7,20.5,0.8,170.2,42.3,159.4,168.0,7.3,52.1,50.9,51.0,132.6,62.5,77.3,64.3,109.2,89.6,86.4,89.5,114.4,144.4,39.3,158.5,63.0,20.3,8.0,307.4,60.3,41.4,84.4,107.0,72.5,66.8
142,2.8,16.0,4.7,57.6,9.4,6.3,73.9,30.7,0.3,9.3,0.5,4.3,13.1,6.5,1.5,3.9,0.0,29.7,7.2,43.4,88.3,0.0,92.6,9.3,40.0,6.7,203.8,18.5,0.0,82.5,16.9,10.2,26.5
143,0.1,11.6,0.2,36.5,2.6,2.9,46.4,0.0,17.7,2.3,1.4,3.3,6.5,0.0,5.8,1.5,15.3,0.0,2.7,10.6,29.4,0.9,36.0,23.7,0.1,0.0,171.2,12.8,19.6,47.2,53.9,0.0,12.2
144,20.8,47.3,19.0,33.9,7.7,0.8,17.0,7.8,1.3,27.1,2.6,0.1,7.8,5.2,2.0,2.8,0.3,49.4,9.8,12.6,8.0,1.1,45.1,11.8,30.9,3.2,124.3,6.4,9.0,36.8,18.6,30.2,16.8
145,13.9,10.3,0.4,63.7,24.5,0.0,39.7,7.8,1.7,6.2,1.4,0.0,7.3,1.8,1.0,0.2,0.3,15.3,12.6,8.7,28.4,0.0,73.1,11.8,1.0,8.2,159.5,12.1,1.2,28.3,20.3,9.8,15.8
146,17.5,0.0,0.0,21.9,61.3,9.5,14.4,12.4,33.2,15.0,28.8,7.3,62.8,17.7,19.9,7.2,13.0,7.2,90.3,17.6,81.6,15.7,24.4,73.2,3.5,3.2,40.6,124.6,42.5,61.6,8.5,13.0,28.3
147,27.6,4.8,2.5,51.2,31.5,1.3,37.3,32.8,60.2,22.5,42.7,8.8,78.9,26.7,25.3,10.2,53.5,26.6,95.7,34.6,60.3,53.8,53.7,85.3,33.6,11.6,84.3,125.0,100.0,80.4,52.6,20.1,38.5
148,10.8,0.1,1.0,89.2,66.2,4.2,62.4,24.2,63.0,19.2,28.8,21.0,90.3,21.0,33.7,12.8,32.4,4.2,63.5,33.7,82.0,42.2,34.3,63.5,7.0,11.2,154.3,80.7,89.3,109.6,75.2,23.6,39.6
149,44.5,0.9,1.1,114.1,77.2,45.3,198.8,37.9,84.3,50.6,82.5,141.6,69.5,111.4,93.6,70.5,106.2,127.0,40.1,141.1,96.2,38.4,174.1,91.2,32.4,7.2,162.4,83.3,71.1,142.2,101.4,62.3,75.0
150,58.4,0.2,15.7,213.5,25.9,155.5,181.5,97.8,204.9,82.5,109.4,152.9,42.8,136.5,129.7,111.8,131.2,275.0,14.4,213.9,321.3,261.3,84.0,86.0,116.9,59.9,177.5,15.7,75.3,245.2,130.9,99.6,105.6
151,41.9,0.0,64.8,263.9,17.3,116.0,180.6,110.1,139.4,56.5,101.4,105.2,51.9,107.0,96.3,109.0,99.7,389.9,17.3,124.3,183.0,34.0,124.1,63.2,148.7,134.0,219.8,30.4,99.9,177.1,119.0,63.8,103.3
152,26.6,55.4,133.6,204.4,43.2,137.4,339.8,68.3,114.6,65.9,35.1,169.7,64.0,76.2,86.9,60.2,125.0,149.7,80.6,243.0,267.7,22.9,249.5,82.1,160.6,56.4,340.4,92.5,117.7,254.6,105.6,38.8,115.7
153,45.9,0.2,0.5,143.6,35.0,125.8,183.3,5.9,52.7,12.6,45.5,179.3,85.4,50.9,35.8,52.2,104.4,71.3,96.2,287.8,190.8,21.7,121.6,173.4,24.6,3.4,269.8,199.4,72.5,205.4,113.8,34.2,77.1
154,14.2,15.5,18.7,144.3,17.8,87.1,181.6,20.7,15.4,21.8,11.5,28.0,19.5,25.2,11.6,20.5,27.8,84.8,22.7,151.9,77.5,5.4,234.7,18.0,64.8,37.5,308.4,27.8,32.6,174.0,65.4,23.2,51.5
155,0.5,47.8,10.6,68.0,9.6,9.3,39.3,29.7,7.3,13.3,0.1,9.8,5.4,0.4,4.6,1.3,12.7,13.2,4.4,17.5,26.4,0.2,46.8,4.8,46.6,59.8,93.4,10.7,9.8,35.1,23.3,5.5,24.9
156,0.0,22.3,0.2,30.8,3.2,0.1,14.0,0.1,9.3,0.2,0.9,0.0,17.9,0.1,6.3,0.2,1.6,0.8,1.9,33.8,24.3,1.3,167.0,10.6,0.0,0.0,73.8,2.1,4.4,35.7,45.4,0.3,12.2
157,1.0,148.1,8.0,9.5,5.2,0.0,9.0,11.8,0.0,5.3,1.1,0.0,4.0,0.6,0.0,0.5,0.0,21.1,15.9,1.1,6.6,0.4,15.0,8.7,18.0,33.0,22.5,28.5,0.0,9.2,17.1,3.2,16.0
158,0.0,60.9,1.2,7.9,18.1,0.0,3.9,6.8,0.2,0.1,0.3,0.1,18.8,0.0,0.0,0.4,0.0,0.0,23.9,25.7,18.9,0.1,18.0,18.5,2.8,10.3,7.8,27.9,0.0,47.4,19.7,0.0,12.8
159,0.0,26.2,0.0,2.4,0.2,0.0,5.6,0.0,5.9,0.4,0.1,0.0,6.7,0.0,2.0,0.0,0.6,0.1,2.9,27.9,19.7,0.0,39.4,9.7,0.1,0.3,17.0,4.7,5.8,28.9,42.2,0.0,6.4
160,1.3,21.0,0.0,38.9,0.6,0.1,14.1,0.1,6.3,0.0,0.7,2.6,1.1,0.2,3.0,0.3,1.7,0.0,0.9,0.7,2.1,0.5,79.7,9.7,0.0,0.0,0.0,10.4,4.6,6.6,81.8,0.5,7.6
161,85.5,0.2,1.1,122.0,32.8,90.9,246.8,16.2,72.4,25.0,98.0,110.2,62.4,93.5,81.5,103.0,162.2,98.2,31.0,147.0,120.7,73.3,192.0,69.2,11.3,20.9,153.4,35.9,92.1,102.5,121.7,67.3,68.9
162,66.6,2.7,24.1,250.7,10.3,170.0,278.9,80.1,101.1,69.4,131.1,232.5,71.8,179.2,86.8,178.6,167.5,354.9,24.0,377.0,362.5,39.1,229.7,114.7,151.0,104.3,366.7,29.4,80.9,323.7,141.6,99.8,138.7
163,114.5,4.7,84.4,187.2,144.3,183.0,274.7,80.9,202.1,100.0,189.5,167.3,91.6,185.2,119.0,171.2,240.0,359.6,84.0,198.4,234.9,116.9,210.9,93.7,190.1,97.2,257.3,80.1,169.4,199.1,152.3,146.1,139.2
164,76.4,2.2,109.1,218.0,56.1,415.7,355.1,36.4,257.3,37.5,214.7,266.0,269.1,211.1,183.9,209.7,344.8,416.2,129.8,543.5,456.2,176.7,174.5,241.5,211.3,55.5,328.5,251.1,272.4,373.4,174.7,109.6,172.5
165,13.3,4.4,12.0,196.0,38.0,82.7,278.8,27.0,110.2,27.2,77.2,130.2,161.9,47.5,74.9,66.0,125.9,155.4,67.7,352.6,475.9,80.9,403.6,172.2,27.7,16.4,427.9,140.1,77.8,363.6,147.1,35.1,112.0
166,0.1,13.2,0.4,178.1,14.8,4.1,144.0,10.6,22.9,4.5,10.4,14.0,48.8,3.1,15.3,7.0,22.0,6.0,37.4,100.2,146.2,15.7,164.8,70.7,2.5,6.5,190.1,78.1,17.5,201.0,101.1,10.1,43.6
167,0.0,12.5,0.1,49.6,2.6,0.0,37.5,1.3,0.3,0.0,0.0,0.3,5.0,0.0,0.3,0.0,0.0,0.2,2.4,13.1,26.7,0.0,54.7,6.9,0.0,2.3,111.1,8.0,0.0,61.6,12.7,0.0,11.1
168,0.0,15.3,0.0,12.9,0.1,0.0,37.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.3,0.0,0.0,0.0,17.1,15.4,0.0,78.7,1.4,0.0,0.0,83.5,1.5,0.7,41.2,16.1,0.0,8.4
169,0.0,15.0,0.0,29.1,0.0,0.2,49.5,0.0,1.7,0.0,0.0,0.2,11.0,1.8,1.6,1.3,0.2,0.0,1.5,14.6,26.5,0.0,33.8,6.8,0.0,0.1,74.0,3.4,4.2,30.7,13.2,0.4,8.2
170,0.1,19.9,0.3,4.5,23.0,0.0,31.8,3.3,7.5,0.2,0.9,0.6,11.1,0.1,5.8,1.1,2.9,0.0,24.8,8.8,20.3,1.0,18.6,20.7,1.4,1.3,33.7,47.2,17.2,23.1,41.6,0.7,11.7
171,7.0,36.7,0.8,8.7,17.8,0.0,59.4,3.5,17.8,0.2,2.2,2.8,12.9,0.3,7.8,0.7,14.8,0.0,20.5,34.4,41.1,3.2,25.9,3.7,0.9,2.9,74.1,12.2,34.4,38.0,15.9,2.2,14.0
172,2.4,0.0,0.0,84.1,39.3,1.3,116.0,2.9,26.1,4.7,14.6,21.5,24.4,6.8,18.1,26.6,19.1,0.8,43.0,26.3,42.5,12.7,35.1,26.2,0.0,0.0,36.0,46.2,41.9,58.5,86.2,8.3,25.1
173,59.6,1.5,2.3,268.9,121.5,199.5,369.6,30.0,67.9,96.3,93.0,186.3,68.0,169.8,82.8,165.2,200.3,268.6,106.2,392.4,304.3,24.4,174.2,49.7,83.1,20.2,205.4,96.7,113.6,185.9,198.4,103.5,126.4
174,108.2,0.1,8.0,245.8,30.9,124.2,244.0,73.1,155.0,83.6,171.0,191.6,199.1,190.5,116.2,176.0,249.1,390.6,81.7,377.1,334.0,84.7,242.0,236.1,191.6,103.6,238.4,184.2,195.4,370.4,188.1,131.5,154.5
175,52.2,1.6,26.0,178.6,84.9,214.2,332.7,76.8,204.0,46.4,107.9,233.5,111.0,179.8,172.9,219.1,308.4,361.7,56.1,306.6,364.0,74.2,215.5,58.1,157.8,79.5,281.7,67.5,204.2,234.7,161.9,90.4,138.0
176,66.8,4.3,22.3,264.8,10.0,483.0,407.7,44.1,87.5,33.1,41.7,233.6,161.4,102.4,78.6,98.9,196.6,242.9,79.5,490.6,462.3,33.8,220.7,175.8,91.3,45.1,573.2,175.3,108.9,471.0,158.7,63.6,150.1
177,7.0,0.0,0.0,238.0,13.7,46.2,330.7,2.1,100.3,1.9,5.2,78.5,111.2,35.0,65.0,44.1,136.1,95.7,26.9,182.3,414.9,11.9,183.4,33.4,27.0,10.5,594.3,54.7,165.1,276.5,253.8,10.2,80.7
178,0.0,0.0,0.0,61.2,0.2,1.6,46.6,1.3,3.6,5.8,0.2,2.3,21.5,5.3,6.0,2.0,7.2,1.2,2.0,47.0,75.7,3.1,147.8,10.1,0.9,0.0,141.9,10.8,6.3,113.8,26.1,2.2,18.6
179,0.0,4.5,0.0,61.8,2.6,0.0,53.3,1.8,2.4,2.9,2.7,0.4,6.8,0.4,2.3,4.5,0.8,0.0,9.2,63.8,37.7,2.3,70.8,10.5,0.7,2.1,139.9,15.4,2.3,85.8,60.1,3.1,18.4
180,0.0,2.7,0.0,17.0,0.5,0.0,42.7,0.3,0.0,0.0,0.0,0.0,7.4,0.0,0.1,0.0,0.0,0.0,7.8,19.9,39.0,0.0,72.4,12.5,0.0,0.1,117.5,25.9,0.0,48.6,11.5,0.0,11.6
181,0.1,48.9,0.3,8.0,15.8,0.0,37.3,0.1,0.9,0.4,0.0,0.0,6.4,0.4,3.9,1.6,0.0,0.0,13.5,13.0,54.6,0.9,6.4,4.0,0.0,0.6,83.6,15.6,0.2,31.7,11.0,2.8,11.4
182,0.0,16.4,5.2,25.0,18.5,0.0,12.7,4.2,10.5,0.1,1.2,0.4,20.5,0.1,7.8,0.7,0.0,0.0,8.7,41.9,26.7,0.2,7.6,21.4,1.4,20.8,15.4,50.2,6.7,39.9,29.7,0.0,14.3
183,0.0,6.6,0.0,7.6,9.6,0.0,38.9,0.6,11.5,2.5,0.3,0.5,42.5,0.2,7.8,0.3,0.7,0.0,18.6,45.6,135.7,2.3,6.6,26.2,0.0,0.0,49.9,31.0,24.2,72.4,22.0,1.1,14.7
184,82.1,0.1,0.2,115.2,29.2,6.7,360.8,6.8,106.6,20.5,76.7,70.9,57.0,37.0,84.5,69.7,123.5,12.6,74.9,225.9,185.0,37.1,107.2,74.6,0.7,2.5,298.0,58.0,112.2,193.0,42.7,41.0,68.9
185,119.8,3.3,3.0,240.3,88.4,140.5,297.4,75.2,181.0,80.2,139.7,161.9,140.0,166.7,176.0,187.8,249.8,268.3,52.0,306.8,419.8,105.2,203.9,146.8,113.1,48.3,316.2,166.3,182.7,298.7,193.3,146.2,140.4
186,81.1,0.0,7.3,157.9,16.9,105.9,213.6,67.2,120.5,61.1,111.8,175.3,57.6,123.2,100.1,183.0,95.0,296.3,9.9,178.5,212.9,53.1,43.4,18.4,158.8,75.4,147.5,19.8,66.6,213.4,99.5,95.3,99.1
187,78.8,1.2,32.3,300.9,25.9,154.5,335.6,39.1,163.4,60.7,653.3,124.1,107.0,121.7,125.5,149.6,241.2,238.7,39.8,378.8,364.7,83.8,317.1,120.4,151.0,60.2,333.8,128.9,107.5,377.3,164.3,99.7,130.0
188,28.9,1.1,30.8,257.2,48.1,276.2,401.4,24.4,99.8,48.0,65.1,232.1,77.8,114.8,99.3,122.5,156.1,228.6,75.8,244.7,245.2,58.4,284.0,103.9,104.6,39.6,434.3,67.5,64.2,288.5,124.4,42.4,124.6
189,16.4,11.4,18.6,174.2,82.9,61.4,219.4,61.4,54.6,36.3,23.7,49.9,36.2,56.8,52.5,62.6,69.4,78.5,123.3,106.2,139.3,16.3,226.9,61.8,117.2,88.0,330.8,179.3,43.3,157.1,96.0,41.9,92.2
190,1.2,2.8,6.8,74.1,42.9,7.5,132.5,26.7,12.3,8.3,4.9,1.1,23.7,2.0,9.1,12.4,4.1,2.1,19.8,80.8,74.5,15.4,60.3,38.3,43.9,16.7,215.7,50.8,14.4,128.0,36.9,3.6,37.3
191,9.3,1.3,0.7,29.0,9.4,7.0,77.8,0.6,1.8,1.0,3.8,0.7,15.0,9.3,1.2,7.2,1.3,24.3,8.9,35.0,85.7,0.0,110.7,17.3,1.2,0.1,168.5,44.1,5.4,99.7,12.3,18.8,20.7
192,0.5,57.2,1.9,14.7,15.0,3.5,23.0,9.4,2.3,1.6,4.9,2.3,9.1,2.4,4.6,3.1,3.9,2.3,14.0,14.8,23.4,1.0,31.9,14.6,5.0,21.8,57.4,13.2,0.3,56.3,10.5,1.4,14.8
193,0.5,56.1,0.2,93.5,10.2,0.0,107.5,18.1,8.5,0.4,2.6,0.1,34.1,2.2,6.2,4.2,0.8,1.4,16.6,33.0,40.8,10.3,17.2,12.2,12.1,10.1,245.5,24.5,7.0,53.6,38.6,1.1,24.2
194,17.8,17.6,4.3,4.1,24.7,16.6,22.1,5.5,8.5,11.6,6.6,24.4,15.0,9.4,16.3,13.3,20.9,26.1,22.0,41.6,43.7,3.7,40.6,14.1,24.0,5.0,32.3,19.9,7.7,62.8,10.8,14.1,18.0
195,16.7,22.1,2.2,35.6,16.5,0.0,100.9,5.9,55.9,11.9,17.8,12.7,25.9,4.1,40.5,24.9,20.4,0.0,25.8,25.6,63.4,15.9,38.9,27.8,0.0,7.8,10.8,54.4,34.0,60.6,30.3,15.8,23.7
196,17.2,0.3,0.4,116.0,22.8,2.9,276.0,11.4,58.0,8.8,44.4,52.1,57.1,25.7,55.1,73.0,54.3,0.0,41.4,121.9,75.8,34.9,302.9,56.8,1.1,2.2,163.0,45.7,86.7,162.2,57.7,29.2,53.2
197,64.6,0.0,0.1,225.9,26.2,71.5,169.3,34.7,148.8,27.6,161.4,161.7,73.0,129.2,143.7,157.5,226.6,117.4,57.6,286.0,207.4,111.2,39.8,96.6,42.0,20.3,123.1,82.7,149.4,205.6,82.0,74.2,89.9
198,80.7,2.5,14.0,237.6,23.4,158.5,285.5,110.2,162.0,70.7,162.2,275.7,109.5,180.6,146.8,221.1,225.1,276.7,41.2,328.4,221.9,124.8,75.0,68.0,155.4,93.1,186.3,59.4,150.0,236.2,143.0,118.0,135.1
199,93.5,0.0,28.4,182.0,40.9,255.9,346.9,79.1,162.1,61.3,177.7,174.0,95.4,175.6,153.3,193.8,247.2,334.6,61.0,313.7,239.6,122.6,317.2,120.7,148.8,59.3,318.0,132.1,78.7,323.6,151.3,126.5,139.2
200,93.8,1.3,94.6,157.2,81.9,140.0,426.1,32.6,163.0,32.6,89.7,264.1,138.4,99.3,135.0,139.3,253.1,230.9,213.0,318.1,282.8,65.1,216.9,190.3,108.8,107.0,395.4,207.9,122.2,327.2,148.5,88.0,146.2
201,9.4,43.9,10.6,230.9,12.7,66.4,279.7,7.0,43.7,16.9,42.3,50.0,79.7,35.8,34.2,54.2,55.9,28.5,41.0,200.4,163.8,48.0,233.1,63.9,20.2,10.4,468.3,28.2,26.1,328.7,114.5,14.9,74.0
202,1.1,10.4,1.5,79.1,17.8,0.0,94.4,6.1,7.3,2.8,7.0,0.6,12.2,2.5,6.3,6.0,0.3,0.6,49.6,22.0,47.1,48.0,88.9,35.6,2.4,0.5,199.5,75.2,2.4,103.7,40.6,2.2,24.4
203,3.4,17.6,0.6,111.4,13.0,0.0,138.5,2.9,3.5,4.8,0.6,10.7,1.8,3.9,0.9,3.0,3.1,6.9,6.9,32.1,30.3,9.5,147.8,4.1,8.8,5.5,251.8,12.9,14.8,60.2,49.9,5.4,23.4
204,22.5,8.4,0.8,68.8,1.1,22.6,62.1,9.6,8.5,2.1,35.5,16.9,17.9,13.9,12.5,22.0,0.9,1.4,2.3,10.5,29.0,15.0,19.5,16.0,6.3,7.3,159.3,4.6,6.2,32.4,24.7,5.8,14.0
205,32.5,2.0,6.7,111.1,6.3,25.0,132.6,18.7,2.8,13.7,20.1,6.0,7.8,18.7,6.8,12.7,4.1,59.8,5.9,13.8,31.3,11.3,132.6,12.1,18.3,20.2,308.7,8.5,3.0,45.0,89.3,38.4,29.6
206,0.1,15.0,0.1,11.8,1.5,0.0,45.0,2.8,15.3,0.0,2.9,0.7,7.8,0.0,9.1,3.5,3.6,0.0,10.1,7.5,19.2,1.2,66.2,5.5,0.0,0.8,118.2,9.5,9.6,29.2,22.8,0.1,7.8
207,1.3,8.1,0.0,9.0,20.7,0.0,58.1,1.6,32.7,3.1,7.0,1.7,23.7,1.6,26.8,6.2,5.1,0.0,11.7,4.0,21.4,28.5,10.2,9.1,0.2,0.0,24.4,23.4,21.0,19.6,6.6,3.4,8.6
208,31.5,0.0,0.0,93.8,42.1,4.2,129.8,8.1,24.1,15.1,19.4,39.9,21.2,20.8,21.8,37.5,0.0,0.7,20.0,34.6,53.0,13.7,93.9,30.3,0.0,0.0,77.1,26.4,29.5,44.4,57.0,20.7,31.2
209,50.8,0.0,0.0,173.7,35.4,79.4,302.6,19.7,88.1,31.7,90.5,153.7,85.9,109.6,86.0,146.1,152.0,37.7,55.6,322.9,217.6,63.6,278.3,112.5,1.8,1.0,326.1,95.4,101.8,308.9,185.2,72.5,102.1
210,179.6,0.0,14.3,211.1,97.4,180.3,244.7,126.1,190.6,78.1,254.4,166.2,59.0,226.0,151.1,215.4,109.8,263.8,130.6,289.6,247.2,118.9,76.6,148.2,112.9,56.1,65.7,100.8,98.1,241.8,76.0,134.3,135.5
211,112.1,0.0,14.9,225.9,16.6,165.4,229.1,86.5,102.6,94.2,122.7,104.9,50.6,141.6,87.9,157.7,86.4,201.0,29.1,220.8,141.6,73.7,110.4,49.6,136.2,65.7,170.9,45.1,74.5,180.8,85.7,121.5,99.2
212,112.5,6.7,28.0,484.3,70.2,229.2,437.1,36.6,191.0,83.0,166.6,321.2,206.3,166.9,191.1,176.5,303.6,335.1,310.4,309.0,273.9,108.4,256.9,234.6,169.2,41.5,362.4,244.0,194.4,209.0,297.8,107.8,168.3
213,51.3,0.3,7.2,122.5,113.8,174.0,221.5,22.3,88.4,34.3,49.6,67.2,83.2,61.6,72.9,84.1,90.2,115.6,114.9,146.8,172.9,73.5,164.2,126.7,25.1,1.9,168.7,174.5,73.1,201.4,82.2,58.4,81.7
214,19.2,10.5,13.5,72.3,17.6,76.4,158.9,2.7,23.4,23.7,41.5,123.1,44.7,31.0,37.2,77.4,29.5,26.7,11.9,116.1,61.3,32.1,227.1,38.9,7.6,7.6,361.5,66.3,13.5,141.6,22.0,18.6,44.1
215,0.0,34.3,7.0,51.1,2.6,0.1,66.5,18.9,0.7,0.3,0.3,0.1,7.8,0.5,0.3,2.1,0.0,2.2,1.4,20.8,12.3,1.2,101.8,9.7,11.7,26.2,154.2,1.2,0.1,41.5,27.9,0.1,16.8
216,4.9,2.1,2.1,8.8,8.8,0.7,23.9,6.8,0.3,7.0,15.0,0.3,15.0,2.7,2.1,10.7,0.0,0.2,26.6,42.6,33.8,6.4,31.6,25.3,0.6,0.7,78.4,14.5,0.0,56.6,5.1,3.1,13.0
217,1.2,14.3,14.3,17.0,17.0,0.0,13.5,28.8,1.5,11.7,3.0,0.0,7.2,1.6,0.7,0.9,0.0,8.5,7.7,9.5,8.0,0.2,108.3,7.2,23.4,37.5,36.3,12.5,0.0,13.4,11.1,5.3,18.9
218,0.0,1.5,1.5,9.7,9.7,0.5,35.6,0.8,14.0,0.1,0.1,1.4,4.1,0.1,5.0,0.4,6.1,0.0,13.8,17.0,14.9,0.3,41.0,7.2,1.3,6.1,64.7,23.7,10.3,21.5,56.2,0.0,12.5
219,0.7,0.2,0.2,7.3,7.3,0.0,26.5,3.4,16.8,2.0,2.1,1.5,21.3,0.4,14.5,9.9,0.8,0.0,18.1,9.8,34.3,9.0,26.6,20.3,1.3,2.0,22.6,18.6,34.6,34.1,28.7,1.3,10.1
220,10.2,0.0,0.0,56.4,56.4,2.9,145.4,11.0,17.0,10.8,31.1,16.7,32.9,11.4,17.6,18.8,24.2,0.0,68.3,39.2,64.8,18.4,67.0,39.3,0.3,2.2,120.9,38.5,56.8,59.7,40.0,13.2,34.3
221,88.3,0.0,0.0,45.7,45.7,190.0,314.6,36.4,194.7,61.5,141.3,251.0,106.9,150.9,154.7,143.9,260.2,85.8,79.4,346.6,233.5,98.1,346.5,60.7,16.8,10.0,217.4,89.0,176.3,208.7,175.8,100.3,115.0
222,178.9,18.5,18.5,95.3,95.3,125.8,232.9,94.1,146.4,101.2,236.1,195.4,89.5,192.5,130.7,212.0,127.2,212.9,68.7,256.3,201.7,151.9,154.1,135.0,129.8,69.5,143.5,112.2,59.1,256.4,122.5,136.1,133.8
223,112.7,161.5,161.5,42.1,42.1,153.1,309.8,73.8,146.2,64.2,174.4,192.7,96.7,134.4,141.8,187.7,206.1,244.7,80.2,178.1,283.5,173.5,169.5,124.3,147.9,85.9,270.5,105.2,101.5,213.2,132.4,106.1,133.7
224,130.4,122.6,122.6,117.8,117.8,183.1,371.5,47.7,163.5,129.4,242.4,237.8,151.6,171.0,161.0,210.0,326.0,413.7,228.1,303.4,431.8,273.8,194.7,253.0,180.4,68.9,234.9,259.3,108.0,380.2,99.3,132.7,172.8
225,38.5,7.6,7.6,84.5,84.5,221.0,253.4,67.6,56.2,46.9,68.5,135.1,77.3,66.0,65.4,67.8,128.4,53.1,140.3,186.6,202.5,69.0,238.9,168.7,26.7,20.5,331.0,176.0,59.5,232.9,111.9,46.5,107.7
226,1.4,1.6,1.6,5.2,5.2,0.0,155.4,4.4,11.3,1.7,7.3,8.2,19.0,4.9,14.5,10.2,20.6,0.0,17.7,67.0,60.1,2.6,127.9,24.6,2.4,5.3,436.5,18.7,10.4,149.4,52.2,1.5,33.8
227,0.0,1.9,1.9,1.9,1.9,0.0,53.1,0.0,0.1,0.0,0.1,0.4,2.5,0.0,0.0,0.0,0.0,0.0,15.4,10.5,27.1,0.1,46.5,10.3,0.0,1.3,119.4,5.6,0.5,48.5,16.3,0.1,10.5
228,32.1,10.2,37.4,9.1,19.0,41.6,45.7,38.4,25.5,43.5,35.6,47.6,7.2,33.4,16.1,30.4,26.6,70.5,14.2,20.9,29.4,19.1,8.6,18.6,77.2,33.8,168.8,30.5,10.7,44.6,7.8,34.0,33.4
229,1.4,82.3,5.4,62.4,15.6,0.0,42.3,18.7,0.1,6.7,0.2,0.0,3.6,0.3,0.0,0.0,0.0,2.0,12.2,22.7,8.7,0.0,52.7,5.1,14.8,9.0,108.6,9.7,1.3,28.1,24.6,2.8,18.1
230,31.6,12.9,4.4,19.2,70.1,3.0,31.1,36.5,23.0,30.1,21.6,7.4,35.0,9.9,0.0,11.6,4.3,0.3,85.3,26.4,66.2,28.5,62.0,0.0,11.3,13.6,85.2,59.3,33.4,69.1,11.2,33.2,32.0
231,0.0,5.4,0.0,8.7,81.6,0.0,42.8,25.5,18.9,7.4,4.4,2.2,49.9,0.2,11.4,0.6,5.4,0.0,123.9,66.0,76.4,9.0,55.4,33.6,1.3,14.7,122.6,101.3,45.9,71.1,69.9,1.4,35.1
232,46.8,0.0,0.0,184.1,25.1,10.3,193.8,3.4,48.2,9.1,61.7,107.4,59.7,46.7,60.4,57.5,62.7,1.7,27.7,87.4,93.8,58.4,115.2,84.6,0.2,2.6,252.8,76.7,93.8,143.4,104.9,38.6,53.2
233,216.3,0.0,0.0,118.4,85.6,157.4,250.2,74.9,142.3,78.9,199.8,216.9,159.9,273.1,176.9,206.8,234.0,223.2,68.2,262.7,218.5,181.3,249.9,241.2,47.5,12.3,118.8,179.5,129.7,226.8,134.6,164.7,131.6
234,128.8,0.0,18.9,196.2,46.8,205.6,249.1,165.5,115.7,136.4,131.3,177.2,78.3,153.7,119.8,155.0,268.2,348.1,50.1,219.6,187.1,117.4,100.0,106.9,187.5,152.3,123.3,44.7,92.2,144.2,197.1,102.3,134.6
235,94.0,1.4,45.5,160.7,77.1,197.7,195.7,132.1,144.1,130.3,166.3,220.4,96.6,232.9,155.6,186.7,238.1,387.0,97.7,233.6,212.3,94.6,52.0,68.8,198.4,103.1,222.8,61.4,78.3,200.9,151.1,126.4,137.7
236,137.4,0.0,59.0,211.2,74.5,289.8,310.8,99.9,150.7,140.1,205.5,196.6,55.1,260.8,133.6,192.6,250.4,305.0,269.3,195.7,232.3,146.3,208.2,178.0,155.9,156.9,312.4,130.5,126.9,204.1,215.5,161.8,161.7
